OID_,giga_school_id,latitude,longitude,hex8,percent_3g,percent_4g,percent_2g,Included,Predicted,StdError
94878,G_NGA_010208,6.070423,7.113919,88588b35a5fffff,38.83,33.45,27.71,Yes,33.41770289,0.047153036
94880,G_NGA_010411,6.184798,6.81203,88588b0639fffff,39.53,34.24,26.22,Yes,34.14894403,0.045894771
94920,G_NGA_017090,6.933956,7.665871,8858d4c937fffff,40.29,34.46,25.24,Yes,34.48651068,0.043093167
94998,G_NGA_033938,6.166489,7.466645,8858d6ce97fffff,39.33,32.92,27.75,Yes,32.88164462,0.044668536
94999,G_NGA_034059,6.044545,7.489105,8858d65637fffff,39.31,32.68,28.01,Yes,32.66500335,0.041113203
95000,G_NGA_034238,6.4735,7.5892467,8858d681c9fffff,39.8,33.9,26.3,Yes,33.9647008,0.022548968
95001,G_NGA_034272,6.457643333,7.543023333,8858d68129fffff,39.51,33.36,27.12,Yes,33.41968058,0.026918217
95002,G_NGA_034556,6.421349,7.495468,8858d68a2dfffff,39.17,33.14,27.69,Yes,33.06269802,0.021040405
95003,G_NGA_034620,6.394651,7.501295,8858d68b13fffff,39.31,32.79,27.9,Yes,32.78689478,0.025204163
95004,G_NGA_034925,6.714098333,7.421996667,88588929c1fffff,40.65,34.01,25.34,Yes,34.06096944,0.041212691
95005,G_NGA_035378,6.891356667,7.409206667,885889236bfffff,40.39,34.25,25.36,Yes,34.26486766,0.039643057
95007,G_NGA_035809,6.114266667,7.698991667,8858d601c9fffff,39.79,32.55,27.66,Yes,32.52487768,0.041825074
95008,G_NGA_035923,6.245554,7.526241,8858d6c48bfffff,39.58,32.95,27.47,Yes,32.96391217,0.060938751
95009,G_NGA_036044,6.695644,7.585331,8858892d81fffff,40.08,34.12,25.8,Yes,34.09915829,0.059529186
95010,G_NGA_036188,6.790763333,7.581405,8858892ee9fffff,40.23,34.07,25.7,Yes,34.10069051,0.04984647
95011,G_NGA_036228,6.809844,7.433646,8858892127fffff,40.4,34.26,25.34,Yes,34.26658767,0.037986534
95012,G_NGA_036406,6.259248333,7.252028333,8858d6c325fffff,39.38,33.38,27.24,Yes,33.40497938,0.036705459
95013,G_NGA_036624,6.827512,7.477828,88588921c5fffff,40.27,34.19,25.54,Yes,34.20104534,0.044511529
95014,G_NGA_037111,6.724186,7.198159,8858897097fffff,40.47,34.74,24.8,Yes,34.73602296,0.0618876
95144,G_NGA_064107,6.975068,6.789133,885889cc25fffff,39.66,35.45,24.89,Yes,35.50221956,0.081182448
95394,G_NGA_064062,6.60439,6.74864,8858894919fffff,39.46,35.57,24.97,Yes,35.5748793,0.079704937
96138,G_NGA_008663,6.12066154,7.05643905,88588b3545fffff,38.43,34.05,27.52,Yes,34.06916264,0.042343106
96139,G_NGA_008678,6.329418,7.129242,88588ba593fffff,39.83,34.15,26.02,Yes,34.15934984,0.039270593
96140,G_NGA_009044,6.177749,6.92164,88588b3351fffff,38.71,34.98,26.31,Yes,34.95399777,0.037740055
96144,G_NGA_009178,6.12012,6.806876632,88588b0425fffff,39.86,33.44,26.71,Yes,33.49263432,0.031150385
96266,G_NGA_033974,6.106233333,7.507165,8858d6190dfffff,39.22,32.65,28.13,Yes,32.68529127,0.03258493
96267,G_NGA_034044,6.129063333,7.461408333,8858d6cc8bfffff,39.24,32.92,27.84,Yes,32.86305654,0.030588017
96268,G_NGA_034550,6.398031667,7.50742,8858d68845fffff,39.27,32.89,27.85,Yes,32.80249974,0.030592332
96269,G_NGA_034682,6.41838,7.477168333,8858d68b5dfffff,39.89,33.36,26.75,Yes,33.19867885,0.033556519
96270,G_NGA_034779,6.456995,7.126388333,885889693bfffff,40.11,34.69,25.2,Yes,34.68176437,0.049323058
96271,G_NGA_034802,6.33774,7.272963333,8858d6d19bfffff,39.76,33.8,26.44,Yes,33.80064771,0.040245785
96272,G_NGA_034846,6.444577,7.304603,8858896d85fffff,40.25,34.31,25.45,Yes,34.28019499,0.03760653
96273,G_NGA_034964,6.689051667,7.369178333,8858892927fffff,40.52,34.31,25.17,Yes,34.30931315,0.042458631
96275,G_NGA_035628,6.214702,7.655586,8858d6119bfffff,39.81,32.87,27.32,Yes,32.87742343,0.033468603
96276,G_NGA_035800,6.1671683,7.6828567,8858d60049fffff,39.67,32.83,27.5,Yes,32.81274791,0.045199159
96277,G_NGA_036027,6.875671,7.327397,8858893809fffff,40.53,34.65,24.82,Yes,34.63530727,0.044477676
96278,G_NGA_036058,6.80618,7.312141667,88588976ddfffff,40.31,34.76,24.93,Yes,34.74070033,0.048128896
96279,G_NGA_036159,6.898098333,7.29502,8858893b19fffff,40.44,34.69,24.87,Yes,34.68155249,0.043477254
96280,G_NGA_036233,6.965035,7.267371667,88588905d9fffff,40.18,34.88,24.94,Yes,34.83618984,0.058612922
96281,G_NGA_036239,6.866885,7.392001667,88588938d5fffff,40.5,34.09,25.41,Yes,34.11143868,0.026810596
96282,G_NGA_036277,6.817291667,7.39,8858892a41fffff,40.49,34.21,25.3,Yes,34.1982892,0.034360903
96283,G_NGA_036329,6.071051,7.305873,8858d65261fffff,39.15,33.01,27.84,Yes,32.98010515,0.037131784
96284,G_NGA_036708,6.567966,7.413041,8858d69a47fffff,40.13,34.33,25.54,Yes,34.33867307,0.040954019
96285,G_NGA_036761,6.437618333,7.407443333,8858d6d6c1fffff,40.5,33.84,25.66,Yes,33.79435309,0.027341721
96286,G_NGA_036905,6.319007,7.395952,8858d6d5abfffff,39.78,33.41,26.81,Yes,33.44001276,0.033598472
96287,G_NGA_036984,6.724443333,6.982586667,8858894435fffff,39.94,35.43,24.63,Yes,35.43453374,0.051259394
96288,G_NGA_037049,6.838216,7.279078,885889396bfffff,40.41,34.75,24.83,Yes,34.78003446,0.045094302
96404,G_NGA_008350,6.03735,7.086662,88588b22a3fffff,38.62,33.57,27.81,Yes,33.54947343,0.035144658
96405,G_NGA_008433,6.341146,6.853858,88588baa4bfffff,39.46,35.17,25.37,Yes,35.13097833,0.029812021
96406,G_NGA_008555,6.41713,6.792679,88588bba31fffff,39.29,35.28,25.43,Yes,35.29965361,0.038302466
96407,G_NGA_008583,6.136037,7.038136,88588b3099fffff,38.58,34.12,27.3,Yes,34.22405407,0.041118645
96408,G_NGA_008967,6.207973,6.948273,88588b3255fffff,38.82,35.02,26.16,Yes,35.00100584,0.033954538
96409,G_NGA_008971,6.143954,6.891652,88588b332dfffff,38.93,34.49,26.58,Yes,34.55864967,0.043763777
96412,G_NGA_009679,6.002792,6.977861,88588b3891fffff,38.74,33.42,27.84,Yes,33.50022469,0.037868973
96413,G_NGA_010177,6.124709,7.230871,8858d6c951fffff,38.83,33.45,27.72,Yes,33.39361918,0.044725553
96414,G_NGA_010303,6.010095,7.223865,88588b24e9fffff,38.63,33.48,27.89,Yes,33.41983568,0.039249488
96415,G_NGA_010409,6.222081,6.924822,88588ba8a7fffff,38.96,35,26.03,Yes,35.01610484,0.044225197
96509,G_NGA_024744,6.178806,6.74796,88588b074dfffff,39.16,34.41,26.43,Yes,34.39105613,0.027695151
96531,G_NGA_028372,6.293215,7.709685,8858d61755fffff,39.54,33.48,26.98,Yes,33.49460143,0.049165493
96555,G_NGA_034216,6.49838,7.5746,8858d68063fffff,39.73,34.05,26.22,Yes,34.00934003,0.044893679
96556,G_NGA_034311,6.430711667,7.520788333,8858d68a03fffff,39.35,33.07,27.58,Yes,33.14467443,0.021959575
96557,G_NGA_034320,6.429541,7.478859,8858d699b3fffff,39.96,33.06,26.98,Yes,33.19272565,0.025519139
96558,G_NGA_034374,6.436899,7.524101,8858d68a1dfffff,39.25,33.29,27.46,Yes,33.19180526,0.023689006
96559,G_NGA_034693,6.396105,7.507576667,8858d68845fffff,39.37,32.81,27.82,Yes,32.77879474,0.029836814
96560,G_NGA_034711,6.383421667,7.48636,8858d68b31fffff,39.61,32.78,27.61,Yes,32.78629137,0.033123291
96561,G_NGA_035002,6.686941,7.335394,8858896609fffff,40.39,34.43,25.18,Yes,34.43637846,0.037362748
96562,G_NGA_035111,6.926891,7.468931,885889220bfffff,40.32,34.26,25.42,Yes,34.23825864,0.04115799
96563,G_NGA_035133,6.974125,7.52723,885889342dfffff,40.45,34.26,25.28,Yes,34.24968873,0.038243104
96564,G_NGA_035193,6.959336,7.47555,885889356dfffff,40.25,34.33,25.42,Yes,34.28872733,0.033088671
96565,G_NGA_035386,6.920378,7.389623,8858893ad3fffff,40.41,34.53,25.06,Yes,34.50658715,0.041363848
96566,G_NGA_035448,6.94953,7.423736667,88588931d7fffff,40.44,34.52,25.05,Yes,34.5126031,0.037401714
96567,G_NGA_035528,6.744457,7.632365,8858892cd1fffff,40.05,34.23,25.72,Yes,34.23141727,0.057507637
96568,G_NGA_035641,6.336488333,7.579931667,8858d61249fffff,39.51,33.68,26.8,Yes,33.57309847,0.027457383
96569,G_NGA_035916,6.31834,7.55841,8858d689bbfffff,39.78,33.26,26.96,Yes,33.26655477,0.035160129
96570,G_NGA_036050,6.945541,7.248527,88588905ebfffff,40.27,34.86,24.87,Yes,34.83010576,0.038297841
96571,G_NGA_036059,6.7936217,7.350275,8858892b49fffff,40.39,34.45,25.16,Yes,34.4585528,0.051409364
96572,G_NGA_036117,6.977115,7.2823,88588904e1fffff,40.25,34.77,24.98,Yes,34.79096771,0.053213737
96573,G_NGA_036236,6.757305,7.598828333,8858892ea7fffff,40.14,34.11,25.75,Yes,34.12015429,0.04365254
96574,G_NGA_036296,6.859373333,7.391735,885889388bfffff,40.22,34.07,25.71,Yes,34.04079524,0.027582735
96575,G_NGA_036376,6.102016,7.305929,8858d6c8a7fffff,39.31,33.02,27.67,Yes,33.02233743,0.051560313
96576,G_NGA_036588,6.911225,7.499186,88588922e9fffff,40.25,34.08,25.67,Yes,34.08608571,0.0367834
96577,G_NGA_036907,6.318468,7.381688,8858d6d5adfffff,39.69,33.48,26.83,Yes,33.50608629,0.042169564
96691,G_NGA_008704,6.300654,7.03934,88588baeedfffff,39.61,34.52,25.88,Yes,34.46182303,0.036770834
96692,G_NGA_008720,6.347373,7.13495,88588ba4a1fffff,39.79,34.27,25.95,Yes,34.26195719,0.044472239
96693,G_NGA_008769,6.184455,7.110037,88588b363bfffff,38.98,33.69,27.33,Yes,33.69895991,0.058882193
96694,G_NGA_009195,6.149547,6.844135,88588b041bfffff,39.79,34.02,26.19,Yes,34.00995912,0.027924702
96695,G_NGA_009920,6.188437,6.802883,88588b0607fffff,39.84,34.22,25.94,Yes,34.22805653,0.035776336
96805,G_NGA_033939,6.17184,7.483385,8858d61b41fffff,39.35,32.77,27.87,Yes,32.80693147,0.044304218
96806,G_NGA_034295,6.4802,7.537665,8858d68147fffff,39.91,33.45,26.65,Yes,33.50843643,0.030588785
96807,G_NGA_034521,6.399003333,7.487221667,8858d68b1dfffff,39.45,32.85,27.7,Yes,32.84822577,0.024562432
96808,G_NGA_034751,6.476453333,7.285078333,8858896d1bfffff,40.31,34.52,25.17,Yes,34.55631741,0.058229258
96810,G_NGA_035898,6.312436,7.51971,8858d6c6d3fffff,39.45,32.98,27.57,Yes,33.00575977,0.039992398
96811,G_NGA_035930,6.286732,7.579408,8858d61319fffff,39.82,33.04,27.14,Yes,33.09617449,0.044060913
96812,G_NGA_036220,6.843711,7.370962,88588938e7fffff,40.52,34.24,25.24,Yes,34.23979111,0.027362628
96813,G_NGA_036610,6.804235,7.570056667,8858892e19fffff,40.24,34.16,25.6,Yes,34.14953733,0.039779399
96814,G_NGA_036951,6.397042,7.401175,8858d6d6a5fffff,40.23,33.64,26.14,Yes,33.64881532,0.035545547
96991,G_NGA_008887,6.628844,7.036287,885889786dfffff,39.95,35.31,24.73,Yes,35.32366454,0.061181875
96994,G_NGA_009813,6.112754,6.785177,88588b050bfffff,39.1,33.69,27.21,Yes,33.60729602,0.031982897
96995,G_NGA_010001,6.13911,6.787298,88588b0733fffff,40.63,32.94,26.43,Yes,32.99267211,0.019618176
96996,G_NGA_010073,6.148052,6.781729,88588b073bfffff,40.82,33.01,26.17,Yes,33.05574005,0.023126556
96997,G_NGA_010369,6.214583,6.851616,88588ba931fffff,39.35,35.03,25.62,Yes,34.98918055,0.04921886
97115,G_NGA_033907,6.172151,7.48324,8858d61b41fffff,39.35,32.77,27.87,Yes,32.80751861,0.044097908
97116,G_NGA_034047,6.06456,7.460145,8858d65629fffff,39.29,32.83,27.88,Yes,32.77349988,0.045359323
97117,G_NGA_034241,6.485421667,7.535106667,8858d68141fffff,39.92,33.59,26.49,Yes,33.5486589,0.030144116
97118,G_NGA_034264,6.477483333,7.586136667,8858d68027fffff,39.61,34.05,26.34,Yes,33.96935289,0.025820434
97119,G_NGA_034359,6.459906667,7.498445,8858d68a49fffff,39.44,32.91,27.64,Yes,32.98863384,0.02647655
97120,G_NGA_034955,6.67943,7.409248333,88588966d3fffff,40.4,34.22,25.38,Yes,34.17877038,0.038761523
97121,G_NGA_035137,6.98332,7.45361,885889308bfffff,40.43,34.4,25.17,Yes,34.41378348,0.024859391
97123,G_NGA_035396,7.012606,7.325515,885889336bfffff,40.29,34.73,24.98,Yes,34.72939702,0.04686105
97124,G_NGA_035692,6.143287,7.693041,8858d6000dfffff,39.69,32.72,27.59,Yes,32.70203125,0.032283693
97125,G_NGA_036046,6.800067,7.573196,8858892e11fffff,40.25,34.14,25.61,Yes,34.13289387,0.044339808
97126,G_NGA_036129,6.842546667,7.427085,885889216bfffff,40.25,34.39,25.37,Yes,34.40710014,0.03104076
97127,G_NGA_036182,6.866526667,7.401263333,88588938d3fffff,40.45,34,25.54,Yes,34.10065786,0.035800498
97128,G_NGA_036193,6.853776667,7.355561667,88588938edfffff,40.35,34.46,25.2,Yes,34.44767899,0.036810502
97129,G_NGA_036297,6.759837,7.370743,8858892b03fffff,40.55,34.31,25.14,Yes,34.31199744,0.036856082
97130,G_NGA_036350,6.254065,7.175984,8858d6d807fffff,39.3,33.76,26.94,Yes,33.71893468,0.037298529
97131,G_NGA_036374,6.152444,7.331452,8858d6cf67fffff,39.19,33.21,27.6,Yes,33.17819212,0.041116155
97132,G_NGA_036451,6.120778333,7.291981667,8858d6c8e1fffff,39.14,33.15,27.71,Yes,33.13656516,0.031249352
97133,G_NGA_036853,6.438754,7.419517,8858d6d6ddfffff,40.55,33.77,25.68,Yes,33.79730416,0.032735181
97134,G_NGA_036963,6.605547,7.324229,8858896555fffff,40.43,34.58,25,Yes,34.57209931,0.044554458
97135,G_NGA_037099,6.724933333,7.009913333,88588944e7fffff,40.01,35.36,24.63,Yes,35.34351044,0.047891319
97239,G_NGA_008291,6.034053,7.030649,88588b2045fffff,38.61,33.7,27.68,Yes,33.69038353,0.04273457
97240,G_NGA_008513,6.41875,6.79006,88588bba31fffff,39.33,35.29,25.38,Yes,35.30758525,0.041322422
97242,G_NGA_008964,6.183908,6.948606,88588b322bfffff,38.57,34.89,26.54,Yes,34.84557115,0.035449299
97243,G_NGA_009013,6.193543,6.978222,88588b3213fffff,38.76,34.76,26.47,Yes,34.72798155,0.032899934
97244,G_NGA_009029,6.21132,6.94765,88588b3243fffff,38.82,35.03,26.14,Yes,35.00135833,0.035498055
97245,G_NGA_009733,6.029813,6.993684,88588b232bfffff,38.65,33.8,27.55,Yes,33.78821459,0.039127565
97246,G_NGA_010189,6.037499,7.168253,88588b2713fffff,38.89,33.33,27.78,Yes,33.35592787,0.05677681
97247,G_NGA_010216,6.091193,7.235855,8858d6c93bfffff,38.94,33.29,27.76,Yes,33.28755632,0.049618013
97248,G_NGA_010225,6.077789,7.193906,88588b261dfffff,38.82,33.44,27.74,Yes,33.4478641,0.043539146
97333,G_NGA_029067,6.032186,7.721034,8858d60f05fffff,39.68,32.14,28.18,Yes,32.13100986,0.040479098
97354,G_NGA_033919,6.117801,7.497932,8858d61945fffff,39.16,32.77,28.07,Yes,32.76222944,0.034041788
97355,G_NGA_034007,6.2506511,7.4796463,8858d6c439fffff,39.49,33.02,27.49,Yes,33.00078671,0.035812461
97356,G_NGA_034204,6.474561667,7.585108333,8858d681cdfffff,39.73,33.97,26.3,Yes,33.94155561,0.024883701
97357,G_NGA_034288,6.50077,7.52949,8858d68321fffff,40.02,33.64,26.34,Yes,33.64137442,0.038728169
97358,G_NGA_034306,6.452169,7.505989,8858d68a43fffff,39.26,32.95,27.79,Yes,33.09729265,0.025290905
97359,G_NGA_034341,6.462461667,7.46889,8858d699d7fffff,40.24,33.53,26.22,Yes,33.48936011,0.029774368
97360,G_NGA_034377,6.424281,7.475973,8858d68b59fffff,40.09,33.33,26.58,Yes,33.2380468,0.029135753
97361,G_NGA_034402,6.442338,7.5011,8858d68a47fffff,39.05,33.15,27.8,Yes,33.20735586,0.022914762
97362,G_NGA_034502,6.416983,7.495906,8858d68a2dfffff,39.53,32.92,27.55,Yes,32.95579345,0.020773416
97363,G_NGA_034884,6.485875,7.250421667,8858896d43fffff,40.23,34.67,25.1,Yes,34.67343158,0.049435128
97364,G_NGA_035212,6.97559,7.452618,8858893081fffff,40.32,34.43,25.25,Yes,34.41426777,0.030918916
97365,G_NGA_035293,6.938128333,7.461011667,8858892243fffff,40.37,34.25,25.39,Yes,34.31022663,0.041527319
97366,G_NGA_035312,6.8914,7.444812,8858892311fffff,40.39,34.15,25.46,Yes,34.19158496,0.031138001
97367,G_NGA_035327,7.012313333,7.358258333,8858893311fffff,40.31,34.69,25,Yes,34.6982156,0.042045149
97368,G_NGA_035450,6.964241,7.381798,885889311bfffff,40.42,34.68,24.9,Yes,34.64443627,0.047750187
97369,G_NGA_035508,6.663167,7.672593,8858d696ebfffff,40.11,34.18,25.71,Yes,34.19333333,0.047766994
97370,G_NGA_035517,6.767258333,7.703098333,8858d45841fffff,40.05,34.46,25.48,Yes,34.45707796,0.042003268
97372,G_NGA_035671,6.26105,7.598542,8858d61063fffff,39.87,33,27.14,Yes,32.9785775,0.038203822
97373,G_NGA_035936,6.31366,7.486051667,8858d6c6cdfffff,39.45,32.95,27.6,Yes,32.95379689,0.036927678
97374,G_NGA_036076,6.848898333,7.375116667,88588938e3fffff,40.44,34.22,25.33,Yes,34.21081222,0.027725258
97375,G_NGA_036163,6.87773,7.388888333,88588938d9fffff,40.48,34.2,25.31,Yes,34.2227803,0.034499552
97376,G_NGA_036436,6.179049,7.33352,8858d6cf4dfffff,39.19,33.22,27.59,Yes,33.17953656,0.045194727
97377,G_NGA_036617,6.825208,7.579914,8858892529fffff,40.15,34.25,25.6,Yes,34.25604779,0.051532664
97378,G_NGA_036675,6.873336,7.623694,885889240dfffff,40.16,34.42,25.41,Yes,34.42967395,0.043393331
97379,G_NGA_036726,6.483167,7.409864,8858d69955fffff,40.3,34.31,25.39,Yes,34.27679233,0.041423003
97380,G_NGA_036751,6.630923333,7.417825,88588964d9fffff,40.42,34.25,25.33,Yes,34.22309812,0.035197299
97489,G_NGA_008767,6.206621,7.070201,88588bad93fffff,38.38,34.31,27.3,Yes,34.17045563,0.028650226
97490,G_NGA_008836,6.128225,7.078698,88588b3551fffff,38.41,34.02,27.57,Yes,33.99765209,0.042456542
97491,G_NGA_008980,6.25809,6.98429,88588baf37fffff,39.54,34.55,25.91,Yes,34.52127169,0.036441893
97492,G_NGA_009285,6.058931,6.82675,88588b3b4dfffff,38.73,33.96,27.31,Yes,33.9363777,0.041368117
97494,G_NGA_009637,6.04228,6.91865,88588b385bfffff,38.38,34.01,27.62,Yes,33.90035362,0.038602215
97496,G_NGA_009645,6.014515,6.913947,88588b3839fffff,38.36,33.77,27.87,Yes,33.81193936,0.029870229
97500,G_NGA_009734,6.014841492,6.992656544,88588b2327fffff,38.59,33.59,27.82,Yes,33.58240875,0.037891916
97501,G_NGA_009807,6.018245,6.748328,88588b0c63fffff,38.78,33.88,27.34,Yes,33.89914722,0.046225719
97502,G_NGA_009870,6.123021,6.787327,88588b0555fffff,39.7,33.35,26.95,Yes,33.37594737,0.023845975
97503,G_NGA_009922,6.15906875,6.78027903,88588b0715fffff,40.25,33.52,26.23,Yes,33.71881046,0.023638801
97504,G_NGA_009963,6.129849,6.804868,88588b042dfffff,40.17,33.48,26.36,Yes,33.42296609,0.029492846
97505,G_NGA_010295,6.018169,7.31286,8858d65333fffff,39.14,33.02,27.84,Yes,33.05725198,0.03616109
97538,G_NGA_017205,6.91008,7.662752,8858892689fffff,40.28,34.46,25.26,Yes,34.48487656,0.042188587
97623,G_NGA_033892,6.224385,7.450803,8858d6c511fffff,39.25,33.15,27.59,Yes,33.12280093,0.039686958
97624,G_NGA_034447,6.446203333,7.491533333,8858d68a45fffff,39.07,33.22,27.72,Yes,33.11842818,0.025671526
97625,G_NGA_034683,6.410721,7.497396,8858d68a25fffff,39.68,32.73,27.59,Yes,32.82701168,0.022026495
97626,G_NGA_034774,6.4719917,7.2694783,8858896d1dfffff,40.27,34.56,25.17,Yes,34.5760801,0.049343972
97627,G_NGA_034778,6.423413333,7.173675,8858d6d34bfffff,40.13,34.35,25.52,Yes,34.36249246,0.038876619
97628,G_NGA_034826,6.341295,7.3173717,8858d6d565fffff,39.94,33.66,26.4,Yes,33.66902151,0.043173865
97629,G_NGA_035006,6.673148333,7.36933,8858896613fffff,40.52,34.33,25.16,Yes,34.31280693,0.037789088
97630,G_NGA_035699,6.42058,7.718498333,8858d68e8bfffff,39.62,34.04,26.35,Yes,34.02317849,0.046957686
97631,G_NGA_036250,6.793786667,7.304971667,8858897689fffff,40.32,34.74,24.93,Yes,34.73327177,0.053118446
97632,G_NGA_036347,6.134753,7.363411,8858d6cf37fffff,39.4,32.95,27.65,Yes,32.94813568,0.032085858
97633,G_NGA_036527,6.863756,7.650007,8858892417fffff,40.19,34.45,25.37,Yes,34.44932184,0.035115107
97634,G_NGA_036702,6.894366,7.569879,8858892709fffff,40.19,34.43,25.38,Yes,34.4020273,0.040015953
97962,G_NGA_009084,6.022632,6.815788,88588b0cddfffff,38.68,33.84,27.48,Yes,33.81901757,0.040155962
97963,G_NGA_009176,6.101237,6.882108,88588b04b5fffff,38.64,34.28,27.08,Yes,34.24935994,0.051250485
97966,G_NGA_009510,6.170357,7.005724,88588b3287fffff,38.73,34.42,26.84,Yes,34.43072131,0.034270714
97967,G_NGA_010134,6.08664,7.08491,88588b3537fffff,38.53,33.72,27.75,Yes,33.70385158,0.050556062
97969,G_NGA_010311,6.04093,7.205583,88588b2451fffff,38.71,33.33,27.95,Yes,33.36537041,0.034623764
98093,G_NGA_033915,6.070907,7.424068,8858d6cdbdfffff,39.36,32.82,27.81,Yes,32.79559661,0.05014511
98094,G_NGA_034482,6.438789,7.52398,8858d68a1dfffff,39.25,33.32,27.43,Yes,33.21282442,0.02518504
98095,G_NGA_034618,6.404967,7.49843,8858d68b1bfffff,39.47,32.79,27.74,Yes,32.80868424,0.023751443
98096,G_NGA_034661,6.4230083,7.4943767,8858d68a2dfffff,39.14,33.18,27.68,Yes,33.08659829,0.020810494
98097,G_NGA_034793,6.365548333,7.345376667,8858d6d55dfffff,40.06,33.65,26.29,Yes,33.68121302,0.048491164
98098,G_NGA_034874,6.288666667,7.19335,8858d6dae7fffff,39.68,33.55,26.78,Yes,33.59079639,0.046574083
98099,G_NGA_035025,6.643522,7.421081,8858d6936dfffff,40.51,34.13,25.36,Yes,34.15246969,0.037895212
98101,G_NGA_035661,6.47405,7.614169,8858d681d9fffff,39.9,34.12,25.98,Yes,34.13370195,0.04057324
98102,G_NGA_035687,6.367926,7.625982,8858d68d41fffff,39.5,33.61,26.89,Yes,33.66203313,0.049178391
98103,G_NGA_035835,6.30674,7.553841667,8858d689b5fffff,39.8,33.2,27,Yes,33.17415549,0.030219744
98104,G_NGA_036026,6.72642,7.556597,8858892c21fffff,40.19,34.17,25.64,Yes,34.14706634,0.042545981
98105,G_NGA_036396,6.259326667,7.19772,8858d6d813fffff,39.44,33.51,27.05,Yes,33.5556494,0.036942532
98106,G_NGA_036892,6.45248,7.41898,8858d69931fffff,40.45,34.04,25.5,Yes,33.98904085,0.040860843
98107,G_NGA_036895,6.370598333,7.366168333,8858d6d42dfffff,40.21,33.53,26.26,Yes,33.60263627,0.037333443
98488,G_NGA_064071,6.708024,6.79596,8858894107fffff,39.52,35.7,24.78,Yes,35.69730364,0.04556872
98774,G_NGA_008453,6.33406,6.851536,88588baa41fffff,39.41,35.1,25.49,Yes,35.08848428,0.031374923
98776,G_NGA_008837,6.180711,7.12193,88588b36edfffff,39.02,33.7,27.29,Yes,33.65679451,0.058971208
98777,G_NGA_008862,6.196879,7.063839,88588b366dfffff,38.6,34.09,27.31,Yes,34.08498571,0.032486916
98778,G_NGA_008888,6.458614,6.998473,88588bb5ebfffff,39.68,35.3,25.02,Yes,35.28266001,0.062003112
98779,G_NGA_008928,6.606035,6.950782,8858894ce7fffff,39.93,35.49,24.58,Yes,35.4768561,0.033185102
98780,G_NGA_008957,6.631365,7.031357,885889786dfffff,39.93,35.38,24.69,Yes,35.34971189,0.065347209
98781,G_NGA_009614,6.04925,6.90738,88588b3859fffff,38.49,33.94,27.56,Yes,33.9431707,0.038209435
98783,G_NGA_010286,6.045584,7.228225,88588b26a9fffff,38.79,33.4,27.81,Yes,33.33933968,0.049879715
98819,G_NGA_017076,6.921912,7.665389,88588926c3fffff,40.25,34.49,25.26,Yes,34.48979901,0.044948793
98905,G_NGA_033793,6.099441,7.594714,8858d618a5fffff,39.46,32.58,27.96,Yes,32.50604907,0.042959459
98906,G_NGA_033873,6.007038,7.603199,8858d60959fffff,39.66,32.23,28.11,Yes,32.18302708,0.05189884
98907,G_NGA_034104,6.482674,7.523902,8858d69893fffff,39.66,33.6,26.74,Yes,33.4869953,0.028193394
98908,G_NGA_034126,6.460182,7.5973613,8858d681c7fffff,39.94,33.96,26.1,Yes,33.9931173,0.033699776
98909,G_NGA_034318,6.428426667,7.520261667,8858d68a03fffff,39.31,33.14,27.56,Yes,33.13966148,0.023720244
98910,G_NGA_034429,6.457817,7.524968,8858d68a5bfffff,39.27,33.37,27.36,Yes,33.37127586,0.029891139
98911,G_NGA_035024,6.643167,7.421847,8858d6936dfffff,40.53,34.12,25.35,Yes,34.15162197,0.038537533
98912,G_NGA_035076,6.953571,7.473619,8858893565fffff,40.25,34.34,25.41,Yes,34.29794514,0.034302899
98916,G_NGA_035258,7.009103333,7.46331,8858893761fffff,40.3,34.45,25.26,Yes,34.47402567,0.040165035
98917,G_NGA_036580,6.852918,7.442654,885889215dfffff,40.3,34.32,25.38,Yes,34.32001759,0.033756871
98918,G_NGA_036756,6.368728333,7.364111667,8858d6d42dfffff,40.19,33.58,26.23,Yes,33.61122953,0.036751354
98919,G_NGA_037001,6.7027833,7.281305,8858897589fffff,40.45,34.6,24.95,Yes,34.60627591,0.059282416
99077,G_NGA_064111,6.945732,6.82306,885889cd8bfffff,39.59,35.59,24.82,Yes,35.56639448,0.076911255
99309,G_NGA_064141,6.706985,6.796348,8858894107fffff,39.52,35.7,24.78,Yes,35.69679003,0.045667443
100198,G_NGA_064094,6.884535,6.951589,88588956b3fffff,39.91,35.38,24.71,Yes,35.38972227,0.063119675
100440,G_NGA_008355,6.009042,7.017158,88588b2159fffff,38.59,33.47,27.94,Yes,33.50696134,0.034747636
100442,G_NGA_008418,6.258986854,6.825365643,88588bab23fffff,39.48,35.08,25.44,Yes,35.05509483,0.046302307
100443,G_NGA_008655,6.079302,7.010373,88588b2269fffff,38.39,34.09,27.52,Yes,34.10465505,0.035887029
100444,G_NGA_008774,6.148492,7.100365,88588b3447fffff,38.75,33.65,27.6,Yes,33.67457884,0.04320582
100445,G_NGA_009079,6.022827,6.816519,88588b0cd1fffff,38.69,33.8,27.51,Yes,33.81839112,0.03906678
100446,G_NGA_009996,6.16282,6.77872,88588b071dfffff,39.55,34.16,26.29,Yes,34.00711694,0.023863428
